id,createdBy,quote,createdDate,game
1199,SageWiZe,"We are getting dickted ! You're saying the ship looks like a but plug?- @lsuperpenguintv","2022-11-04 21:00:23.099000","Star Citizen"
12,SageWiZe,"Ok guys, I got a Pole Up! - SuperPenguinTV","2022-09-02 02:34:21.591000","Star Citizen"
120,SageWiZe,"Get up and stretch your legs and masturbate! We do not want anyone getting blood clots! - SuperPenguinTV","2022-01-22 21:54:30.747000","Star Citizen"
1200,SageWiZe,"He's go a tennis ball in there...! - acorpse","2022-11-04 21:12:14.447000","Star Citizen"
1201,SageWiZe,"Those are some serious nuts 🍒 👀 ! j_rocknation","2022-11-04 21:15:59.791000","Star Citizen"
1202,SageWiZe,"I like the hard ones! - superpenguintv","2022-11-04 21:57:09.975000","Star Citizen"
1203,SageWiZe,"Can you use it barefooted? - superpenguintv","2022-11-04 22:00:16.873000","Star Citizen"
1204,SageWiZe,"Sucks to suck! - falcon_evo_","2022-11-04 23:02:37.634000","Star Citizen"
1205,SageWiZe,"Don't fucking jinx it! - falcon_evo_","2022-11-04 23:20:11.365000","Star Citizen"
1206,SageWiZe,"Welcome and thanks for the follows. I am SuperPenguinTV and just made partner yesterday. Enjoy your time here and our amazing community. - SuperPenguinTV","2022-11-09 17:41:03.026000","Star Citizen"
1207,SageWiZe,"Just checking if there is room between your toes for nice wet poo! - pesteh","2022-11-09 19:14:29.802000","Star Citizen"
1208,SageWiZe,"I got the rough one out of the way! - WaveSaver","2022-11-10 17:26:34.973000","Dead by Daylight"
1209,SageWiZe,"Dad? What kid? - Why did you scream? Because of the game! - SuperPenguinTV","2022-11-10 18:47:00.914000","Dead by Daylight"
121,Super_Waffle_Bot,"I have a penis in my face right now! - Thornberg84","2022-01-15 00:00:00.000000","Star Citizen"
1210,SageWiZe,"Oh! - WaveSaver Did you get off? - SuperPenguinTV Wiggle Wiggle Wiggle! - SuperPenguinTV","2022-11-10 18:48:36.047000","Dead by Daylight"
1211,SageWiZe,"Earlier SuperPenguinTV said he was coming for me! - WaveSaver","2022-11-10 18:49:34.325000","Dead by Daylight"
1212,SageWiZe,"@ArtAndSoul7 You have not experienced the best yet. It shall come! - AdderMoth Can't wait AdderMoth! - ArtAndSoul7","2022-11-10 19:33:08.617000","Dead by Daylight"
1213,ArtAndSoul7,"Mother Nutfucker! -Penguin","2022-11-10 20:02:10.831000","Dead by Daylight"
1214,ArtAndSoul7,"Fuck you Pesteh! I mean Sagewize! I’m so used to saying fuck you Pesteh! -Penguin","2022-11-10 20:07:30.779000","Dead by Daylight"
1215,SageWiZe,"Thanks for coming out! - SuperPenguinTV","2022-11-10 20:28:51.023000","Dead by Daylight"
1216,SageWiZe,"Oh! You just jumped me hazelnutgames! - superpenguintv","2022-11-11 17:53:16.555000","Star Citizen"
1217,SageWiZe,"Let me get your sister out of my bed and see if she can carry your books for you. - superpenguintv","2022-11-11 19:52:54.081000","Star Citizen"
1218,SageWiZe,"I want to see if you can eat a 9 hotdog like you told me you could. - superpenguintv","2022-11-11 19:54:44.291000","Star Citizen"
1219,SageWiZe,"SageWiZe is on point with the quotes tonight! - superpenguintv","2022-11-11 19:56:55.087000","Star Citizen"
122,SageWiZe,"Come close to my marker! He is taking me in! - ghostcomm","2022-01-22 22:11:37.193000","Star Citizen"
1220,SageWiZe,"I need to dress you hazelnutgames! - addermoth","2022-11-11 19:59:04.598000","Star Citizen"
1221,SageWiZe,"addermoth can you stop beating me? - hazelnutgames","2022-11-11 20:02:00.461000","Star Citizen"
1222,SageWiZe,"Sorry hazelnutgames pinned me and choked me out! addermoth","2022-11-11 20:04:43.523000","Star Citizen"
1223,SageWiZe,"I don't like sitting here half naked wearing a helmet! - addermoth","2022-11-11 20:10:23.161000","Star Citizen"
1224,SageWiZe,"your flaps are down superpenguintv ! - pesteh Sounds like a sex position! - wavesaver","2022-11-11 20:16:21.915000","Star Citizen"
1225,SageWiZe,"We have not found any that are big enough! - superpenguintv","2022-11-11 20:18:20.381000","Star Citizen"
1226,SageWiZe,"Have you checked out my sex channel? - @superpenguintv I will be back in five minutes! - pesteh","2022-11-11 20:39:45.473000","Star Citizen"
1227,SageWiZe,"I did not see that coming! - comicstud","2022-11-11 20:45:46.086000","Star Citizen"
1228,SageWiZe,"Don't do that. Stop that Adder! Anyone have a gun? - superpenguintv","2022-11-11 22:35:38.775000","Star Citizen"
1229,SageWiZe,"I want to get off pesteh ! - beercoretv","2022-11-11 23:23:07.840000","Star Citizen"
123,SageWiZe,"I like it when they jump in between us! That sounded Dirty! - thornbeg84","2022-01-22 22:19:27.621000","Star Citizen"
1230,SageWiZe,"OMG I did not come here to do that! - expatbrat","2022-11-11 23:36:12.917000","Star Citizen"
1231,SageWiZe,"I would rather be shot and I have been shot than to loose my sense of taste from covid again. - superpenguintv","2022-11-11 23:41:43.244000","Star Citizen"
1232,SageWiZe,"I think that's the first time you said fuck off to me! - artandsoul7","2022-11-12 23:21:47.954000","Star Citizen"
1233,SageWiZe,"Hold on I need to go clean up a poopypuppy mess! - superpenguintv","2022-11-12 23:23:40.635000","Star Citizen"
1234,SageWiZe,"I love me some heavy fun time! - Octane93","2022-11-12 23:41:16.959000","Star Citizen"
1235,SageWiZe,"I got to go hit the head! - superpenguintv","2022-11-13 00:20:05.507000","Star Citizen"
1236,SageWiZe,"Pfft you Americans and your holidays of independance from us lovely people! - AdderMoth That would be July 4th AdderMoth. - SuperPenguinTV","2022-11-15 16:51:32.793000","Star Citizen"
1237,SageWiZe,"Where else can I legally have four wives? Bitch! - Strannex","2022-11-15 20:52:29.416000","Star Citizen"
1238,SageWiZe,"GO BLOW SOMETHING UP! - beercoreTV","2022-11-15 21:32:07.689000","Star Citizen"
1239,SageWiZe,"I love buttons only I can push in! - SuperPenguinTV","2022-11-15 21:32:27.520000","Star Citizen"
124,SageWiZe,"Whoa! I've gotta get on Penguin more often! - ArtAndSoul","2022-01-19 19:41:51.035000","Star Citizen"
1240,SageWiZe,"Cabinet for sex toys! - VRLabRat","2022-11-15 21:33:14.311000","Star Citizen"
1241,AdderMoth,"@pesteh The rear door is obviously the best","2022-11-17 18:17:19.980000","Star Citizen"
1242,SageWiZe,"I had the Dildo Sword in that game! - SuperPenguinTV","2022-11-17 19:30:52.510000","Star Citizen"
1243,SageWiZe,"It's Drake Day tomorrow I need those boots! - SuperPenguinTV No! Those are my boots! - pesteh","2022-11-17 19:35:56.193000","Star Citizen"
1244,SageWiZe,"Fuck Yess! - beercoretv","2022-11-17 20:05:22.260000","Star Citizen"
1245,SageWiZe,"Who is going to call 911 when I have a heart attack on stream? - SuperPenguinTV","2022-11-17 20:48:55.954000","Star Citizen"
1246,SageWiZe,"Did Pesteh fall asleep again? - SuperPenguinTV","2022-11-17 20:52:04.113000","Star Citizen"
1247,SageWiZe,"Prince Albert! - JediShinobi13","2022-11-17 21:03:54.790000","Star Citizen"
1248,SageWiZe,"What are you doing @pesteh ? - superpenguintv Nothing! - pesteh","2022-11-17 21:37:16.904000","Star Citizen"
1249,SageWiZe,"He Middle Moused You! - BeercoreTV","2022-11-17 21:41:25.997000","Star Citizen"
125,SageWiZe,"I love that follow even though you are a lil suss! - SuperPenguinTV","2022-01-22 22:29:20.488000","Star Citizen"
1250,SageWiZe,"WTF Beercoretv! You Broke My Bot! Thank you so much! - SuperPenguinTV","2022-11-17 23:52:26.815000","Star Citizen"
1251,SageWiZe,"It's like i'm back in my 20's here! - N8tronic","2022-11-18 00:23:49.158000","Star Citizen"
1252,SageWiZe,"Someone has a package! - SuperPenguinTV","2022-11-18 00:58:03.634000","Star Citizen"
1253,SageWiZe,"If you shake it more than twice you're playing with it! - WaveSaver I shake it 5 times! - SuperPenguinTV","2022-11-18 01:01:56.131000","Star Citizen"
1254,SageWiZe,"I just dont wear anything to events in game! - skdxzz","2022-11-18 01:42:23.616000","Star Citizen"
1255,SageWiZe,"I'll Take The Dix! - LUL TheNickNZ","2022-11-18 03:20:43.471000","Star Citizen"
1256,SageWiZe,"Goodnight Dorks! - TheNickNZ","2022-11-18 03:44:21.135000","Star Citizen"
1257,SageWiZe,"I took tomorrow off so I can stream IAE! - SuperPenguinTV","2022-11-18 03:44:57.438000","Star Citizen"
1258,ArtAndSoul7,"I don’t know if Pesteh’s gonna join us. He’s a little bitch! -Penguin","2022-11-18 13:06:04.646000","Star Citizen"
1259,SageWiZe,"I'm coming in! - @TheNickNZ That was easy! - @TheAngryMidgetLady","2022-11-18 13:14:17.620000","Star Citizen"
126,SageWiZe,"Can we take a moment to appreciate that I lasted that Long? - resistant_gaming","2022-01-22 22:36:24.353000","Star Citizen"
1260,SageWiZe,"Sexyyy bootyyy! - ArtAndSoul7","2022-11-18 13:19:54.772000","Star Citizen"
1261,ArtAndSoul7,"There's a cum emote? -TheNickNZ","2022-11-18 13:23:30.788000","Star Citizen"
1262,SageWiZe,"Can you shut the fuck up! We can all hear you! - SuperPenguinTV Yelling across the IAE convention Floor at Hot Mic Spamer","2022-11-18 13:32:00.107000","Star Citizen"
1263,SageWiZe,"I think Mike Hunt is a pretty good read! - TheNickNZ","2022-11-18 13:42:52.754000","Star Citizen"
1264,SageWiZe,"Are you Massaging your dick? - SuperPenguinTV My dick and nips! - JediShinobi13","2022-11-18 13:56:45.738000","Star Citizen"
1265,SageWiZe,"I think we established I do not have an off switch! - TheNickNZ","2022-11-18 14:07:54.694000","Star Citizen"
1266,SageWiZe,"And you say the C word! - beercoreTV You mean Cunt? - SuperPenguinTV","2022-11-18 14:16:22.085000","Star Citizen"
1267,SageWiZe,"Fucking potty mouths! Stop saying cunt, ya cunts! - pesteh","2022-11-18 14:18:26.962000","Star Citizen"
1268,SageWiZe,"Whoa Nick is on top of Strannex and I am on top of both of them. - ArtAndSoul7","2022-11-18 14:23:47.952000","Star Citizen"
1269,SageWiZe,"WTF is that creepy little hand popping up grabbing something? - SuperPenguinTV","2022-11-18 14:25:25.228000","Star Citizen"
127,SageWiZe,"I still have a few inches left! - missgamerfan","2022-01-25 19:06:39.254000","Grand Theft Auto V"
1270,Ghostcomm,"I like it creamy - Beercore talking to SuperPenguinTV","2022-11-18 15:03:31.726000","Star Citizen"
1271,SageWiZe,"Pretty sure there are these blue pills that can help with your soft death penguin! LUL - TheNickNZ","2022-11-18 15:24:11.795000","Star Citizen"
1272,SageWiZe,"Come to me beercoreTV! - SuperPenguinTV","2022-11-18 15:39:50.674000","Star Citizen"
1273,SageWiZe,"Oh I bet he's going to sell shit. Kinky devil! - Ghostcomm","2022-11-18 15:40:29.025000","Star Citizen"
1274,SageWiZe,"Did ya forget Ghostcomm? Nothing you say stays in a safe place with SageWiZe here quoting hehe! - ArtAndSoul7","2022-11-18 15:43:22.800000","Star Citizen"
1275,SageWiZe,"OH GOD! I'm going to get EATEN! And there I go! - JediShinobi13","2022-11-18 15:47:31.304000","Star Citizen"
1276,SageWiZe,"Much Love Chat! - WaveSaver","2022-11-18 15:48:09.541000","Star Citizen"
1277,SageWiZe,"Choke Me! - C0uchNinja","2022-11-18 15:49:51.587000","Star Citizen"
1278,SageWiZe,"lol Strannex that you? - Ghostcomm Of course that's fucking me! - Strannex","2022-11-18 15:51:32.139000","Star Citizen"
1279,SageWiZe,"I have it on my button! - SuperPenguinTV","2022-11-18 15:53:56.597000","Star Citizen"
128,Super_Waffle_Bot,"The only thing I've done is the finger up the ass, so far! -Penguin","2022-01-08 00:00:00.000000","Star Citizen"
1280,SageWiZe,"Every day is Drake day @Tsunamisan! KEKW - ACorpse","2022-11-18 15:58:03.663000","Star Citizen"
1281,SageWiZe,"It looks like a fucking hampster! - SuperPenguinTV","2022-11-18 15:59:02.357000","Star Citizen"
1282,ArtAndSoul7,"I’ll show you the meat. -Penguin","2022-11-18 16:00:28.009000","Star Citizen"
1283,SageWiZe,"I'm coming too! - Sanbogukai","2022-11-18 16:12:55.244000","Star Citizen"
1284,SageWiZe,"I will just hit it myself! - SuperPenguinTV","2022-11-18 16:59:40.266000","Star Citizen"
1285,ArtAndSoul7,"Hey Thorn, Can I borrow your dick so I can send it to Penguin?","2022-11-18 17:36:46.220000","Star Citizen"
1286,Ghostcomm,"Looks so big when you're close to it but it's really small - SuperPenguintv","2022-11-18 18:14:23.087000","Star Citizen"
1287,Ghostcomm,"Hey Penguin! Look at my backside - Jedi Shinobi - IAE Madness","2022-11-18 18:40:03.963000","Star Citizen"
1288,Ghostcomm,"Penguin! See if it will go in. So close. So Close! Thornberg and Penguin.","2022-11-18 19:35:10.752000","Star Citizen"
1289,SageWiZe,"Capital Thighs! - superpenguintv","2022-11-18 20:29:29.575000","Star Citizen"
129,SageWiZe,"I got the big Daddy! - SuperPenguinTV","2022-01-26 18:52:22.035000","Deep Rock Galactic"
1290,SageWiZe,"Holy shit you have a lot of guys in your discord! - artandsoul7","2022-11-18 21:42:52.725000","Star Citizen"
1291,SageWiZe,"I just suck! - artandsoul7","2022-11-18 23:08:34.873000","Star Citizen"
1292,SageWiZe,"Ah you're a Dick @pesteh ! - superpenguintv got dixpered","2022-11-22 18:52:45.412000","Dying Light 2: Stay Human"
1293,SageWiZe,"I hear the Bees! - superpenguintv Dying Light 2","2022-11-22 18:54:59.281000","Dying Light 2: Stay Human"
1294,SageWiZe,"Yeah I think I got this! Oh shit! - superpenguintv Dying Light 2","2022-11-22 19:02:09.509000","Dying Light 2: Stay Human"
1295,SageWiZe,"You can all fuck right off - penguin has killed me more than i've even knocked him down! - pesteh","2022-11-22 19:33:27.478000","Star Citizen"
1296,TheNickNZ,"Let me know when you ant to pull out, Pesteh -Addermoth","2022-11-22 19:46:10.420000","Star Citizen"
1297,TheNickNZ,"Pesteh can sit there and watch me eat a weiner -SuperPenguinTV","2022-11-22 19:47:21.598000","Star Citizen"
1298,SageWiZe,"If you're knocked out you don't exactly have a say in the matter! - pesteh","2022-11-22 19:47:51.002000","Star Citizen"
1299,TheNickNZ,"Pesteh can sit there and watch me eat a weiner -SuperPenguinTV","2022-11-22 19:48:42.107000","Star Citizen"
13,Super_Waffle_Bot,"Is the hole big enough for you Penguin? Remember you said you needed a bigger hole! - missgamerfan","2022-01-14 00:00:00.000000","Star Citizen"
130,Super_Waffle_Bot,"I'm Going to PUKE!!! - Ghostcomm","2021-12-19 00:00:00.000000","Star Citizen"
1300,pesteh,"Pesteh can sit there and watch me eat a weiner -SuperPenguinTV","2022-11-22 19:48:57.805000","Star Citizen"
1301,TheNickNZ,"Pesteh can sit there and watch me eat a weiner -SuperPenguinTV","2022-11-22 19:49:43.960000","Star Citizen"
1302,pesteh,"it looks in to me - Addermoth","2022-11-22 20:12:58.408000","Star Citizen"
1303,SageWiZe,"I'm going to take a small break while this guys coming cause it's going to take a while! - superpenguintv","2022-11-22 20:51:04.490000","Star Citizen"
1304,SageWiZe,"Sounds like you're watching a porno! - tsunamisan","2022-11-22 22:09:15.624000","Star Citizen"
1305,SageWiZe,"Figures SageWiZe would clip that. LUL - tsunamisan","2022-11-22 22:11:52.431000","Star Citizen"
1306,SageWiZe,"Lol, the hand on the head says it all! - pesteh Dying Light 2","2022-11-28 17:47:31.535000","Dying Light 2: Stay Human"
1307,SageWiZe,"Fuck your leg! fuck it all! - SuperPenguinTV Dying Light 2","2022-11-28 18:43:42.426000","Dying Light 2: Stay Human"
1308,SageWiZe,"He didn't even put out... I was disappointed. - pesteh","2022-11-29 20:36:52.398000","Star Citizen"
1309,SageWiZe,"@pesteh He didn't put out? That's rude @thenicknz ! - artandsoul7","2022-11-29 20:43:25.977000","Star Citizen"
131,Super_Waffle_Bot,"Ehhh who am I kidding, I have a little Sage in me. - ArtAndSoul7 ","2021-12-31 00:00:00.000000","Star Citizen"
1310,SageWiZe,"He backed up and shot me! The Fucker! - AdderMoth","2022-12-01 17:45:54.822000","Star Citizen"
1311,SageWiZe,"It is amazing I stick around with all fuck youz I get, I just need some new headlights for all my ships but the cutter LUL - Cnshoot","2022-12-01 22:41:54.683000","Star Citizen"
1312,SageWiZe,"Of course you whipped it out! - beercoretv","2022-12-02 19:59:01.721000","Star Citizen"
1313,SageWiZe,"Sometimes it's hard! - beercoreTV","2022-12-02 20:22:48.859000","Star Citizen"
1314,SageWiZe,"Oh Shit! I can not land! Half my ship is missing! - SuperPenguinTV","2022-12-02 22:19:00.840000","Star Citizen"
1315,SageWiZe,"I might bail his ass out if needed! - generalwilbur","2022-12-03 01:23:55.959000","Star Citizen"
1316,SageWiZe,"I think @beercoretv is a bit drunk! - @generalwilbur","2022-12-03 01:26:28.835000","Star Citizen"
1317,SageWiZe,"This would be one of those days that SC Uber would be a good thing for him. CarlSmile - @twothermal","2022-12-03 01:29:53.802000","Star Citizen"
1318,SageWiZe,"The hopium is strong. - @wingzerotype","2022-12-03 01:52:35.621000","Star Citizen"
1319,SageWiZe,"My PSU just blew up, I've repaired, join you when I can! - @AdderMoth StarCitizen","2022-12-03 16:40:02.421000","Star Citizen"
132,SageWiZe,"I am getting on the ramp I am coming up! BuaAaaaaaaah! - SuperPenguinTV","2022-01-26 19:07:57.894000","Deep Rock Galactic"
1320,SageWiZe,"I helped that drunlen swine :) Yes you did buddy, and @pesteh stole my trowsers! - @TheNickNZ","2022-12-03 17:16:00.671000","Star Citizen"
1321,TryDyyeCry,"get out of me Thornberg84","2022-12-03 18:09:45.750000","Star Citizen"
1322,SageWiZe,"He bought me a cat! :D - @falcon_evo_ Star Citizen","2022-12-03 18:18:36.985000","Star Citizen"
1323,SageWiZe,"I'm not being insulting at all! - @pesteh Star Citizen","2022-12-03 18:23:30.621000","Star Citizen"
1324,SageWiZe,"This is your 5 minute warning! Take a leak and fasten your seatbelts! - @cadzilla74 Star Citizen","2022-12-03 18:56:28.194000","Star Citizen"
1325,SageWiZe,"Chex Mix and vodka! 2 of the basic 4 food groups! - @cadzilla74 Star Citizen Pub Crawl","2022-12-03 19:27:57.448000","Star Citizen"
1326,SageWiZe,"Every year i request socks, sometimes i actually get them! - @creepyoldman02 Star Citizen Pub Crawl","2022-12-03 19:29:09.626000","Star Citizen"
